O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
13-2071.00,Credit Counselors,Internet browser software,,,Software,N,N,Web browser software
13-2071.00,Credit Counselors,Network conferencing software,,,Software,N,N,Chat software
13-2071.00,Credit Counselors,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2071.00,Credit Counselors,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2071.00,Credit Counselors,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2071.00,Credit Counselors,Word processing software,,,Software,Y,Y,Microsoft Word
13-2072.00,Loan Officers,Accounting software,,,Software,N,N,Bottom Line LoanMaster Loan Servicing
13-2072.00,Loan Officers,Compliance software,,,Software,N,N,Wolters Kluwer Financial Services ComplianceOne
13-2072.00,Loan Officers,Content workflow software,,,Software,N,N,Equifax Application Engine
13-2072.00,Loan Officers,Customer relationship management CRM software,,,Software,N,N,Microsoft Dynamics
13-2072.00,Loan Officers,Data base user interface and query software,,,Software,Y,N,EDExpress
13-2072.00,Loan Officers,Development environment software,,,Software,N,N,Common business oriented language COBOL
13-2072.00,Loan Officers,Document management software,,,Software,N,N,eOriginal eCore Business Suite
13-2072.00,Loan Officers,Electronic mail software,,,Software,Y,Y,IBM Notes
13-2072.00,Loan Officers,Enterprise resource planning ERP software,,,Software,Y,N,Datatel Colleague
13-2072.00,Loan Officers,Financial analysis software,,,Software,N,N,1003 Uniform Residential Loan Application
13-2072.00,Loan Officers,Information retrieval or search software,,,Software,N,N,CGI-AMS BureauLink Enterprise
13-2072.00,Loan Officers,Internet browser software,,,Software,N,N,Microsoft Internet Explorer
13-2072.00,Loan Officers,Office suite software,,,Software,Y,Y,Experian Strategy Management
13-2072.00,Loan Officers,Presentation software,,,Software,Y,N,Microsoft PowerPoint
13-2072.00,Loan Officers,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2072.00,Loan Officers,Transaction server software,,,Software,N,N,Customer information control system CICS
13-2072.00,Loan Officers,Video conferencing software,,,Software,Y,N,Zoom
13-2072.00,Loan Officers,Word processing software,,,Software,Y,N,Microsoft Word
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Accounting software,,,Software,Y,Y,Automated tax system software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Business intelligence and data analysis software,,,Software,Y,Y,Alteryx software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Compliance software,,,Software,N,Y,Tax compliance property tax management software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Data base user interface and query software,,,Software,Y,N,Microsoft Access
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Document management software,,,Software,N,N,Document management system software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Electronic mail software,,,Software,Y,Y,Email software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Enterprise resource planning ERP software,,,Software,Y,Y,SAP software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Graphics or photo imaging software,,,Software,N,N,Image processing systems
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Human resources software,,,Software,N,N,ADP Workforce Now
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Internet browser software,,,Software,N,N,Web browser software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Office suite software,,,Software,Y,Y,Microsoft Office software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Optical character reader OCR or scanning software,,,Software,N,N,Optical character recognition OCR software
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Tax preparation software,,,Software,Y,N,Intuit TurboTax
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Word processing software,,,Software,Y,N,Microsoft Word
13-2082.00,Tax Preparers,Accounting software,,,Software,Y,Y,ATX Total Accounting Office
13-2082.00,Tax Preparers,Billing and invoicing software,,,Software,N,N,M8 Client Billing
13-2082.00,Tax Preparers,Calendar and scheduling software,,,Software,N,N,ScheduleVIEW
13-2082.00,Tax Preparers,Compliance software,,,Software,N,Y,Tax compliance property tax management software
13-2082.00,Tax Preparers,Data base user interface and query software,,,Software,Y,N,Microsoft Access
13-2082.00,Tax Preparers,Document management software,,,Software,N,N,Laserfiche Avante
13-2082.00,Tax Preparers,Electronic mail software,,,Software,Y,N,Email software
13-2082.00,Tax Preparers,Financial analysis software,,,Software,N,N,Datair Employee Benefits Systems
13-2082.00,Tax Preparers,Human resources software,,,Software,N,N,Greatland Corporation Winfiler
13-2082.00,Tax Preparers,Internet browser software,,,Software,N,N,Microsoft Internet Explorer
13-2082.00,Tax Preparers,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2082.00,Tax Preparers,Project management software,,,Software,N,N,ACI TaskTracker
13-2082.00,Tax Preparers,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2082.00,Tax Preparers,Tax preparation software,,,Software,Y,Y,ATX Total Tax Office
13-2082.00,Tax Preparers,Word processing software,,,Software,Y,N,Microsoft Word
13-2099.01,Financial Quantitative Analysts,Analytical or scientific software,,,Software,Y,Y,IBM SPSS Statistics
13-2099.01,Financial Quantitative Analysts,Business intelligence and data analysis software,,,Software,Y,Y,Microsoft Power BI
13-2099.01,Financial Quantitative Analysts,Data base management system software,,,Software,Y,N,Apache Hive
13-2099.01,Financial Quantitative Analysts,Data base user interface and query software,,,Software,Y,Y,Amazon Web Services AWS software
13-2099.01,Financial Quantitative Analysts,Data mining software,,,Software,N,N,IBM Cognos Business Intelligence
13-2099.01,Financial Quantitative Analysts,Development environment software,,,Software,Y,Y,Microsoft Azure software
13-2099.01,Financial Quantitative Analysts,Enterprise resource planning ERP software,,,Software,N,N,Microsoft Dynamics
13-2099.01,Financial Quantitative Analysts,Financial analysis software,,,Software,N,N,Bloomberg Professional
13-2099.01,Financial Quantitative Analysts,Internet browser software,,,Software,N,N,Web browser software
13-2099.01,Financial Quantitative Analysts,Object or component oriented development software,,,Software,Y,Y,C#
13-2099.01,Financial Quantitative Analysts,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2099.01,Financial Quantitative Analysts,Operating system software,,,Software,Y,N,Linux
13-2099.01,Financial Quantitative Analysts,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2099.01,Financial Quantitative Analysts,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2099.01,Financial Quantitative Analysts,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2099.01,Financial Quantitative Analysts,Web platform development software,,,Software,Y,N,JavaScript
13-2099.04,"Fraud Examiners, Investigators and Analysts",Accounting software,,,Software,N,N,Bookkeeping software
13-2099.04,"Fraud Examiners, Investigators and Analysts",Analytical or scientific software,,,Software,Y,N,SAS
13-2099.04,"Fraud Examiners, Investigators and Analysts",Audit software,,,Software,N,N,PCG Software Virtual Examiner
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business intelligence and data analysis software,,,Software,Y,N,Business intelligence software
13-2099.04,"Fraud Examiners, Investigators and Analysts",Cloud-based management software,,,Software,Y,N,Splunk Enterprise
13-2099.04,"Fraud Examiners, Investigators and Analysts",Data base user interface and query software,,,Software,Y,Y,Microsoft Access
13-2099.04,"Fraud Examiners, Investigators and Analysts",Document management software,,,Software,Y,N,Microsoft SharePoint
13-2099.04,"Fraud Examiners, Investigators and Analysts",Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-2099.04,"Fraud Examiners, Investigators and Analysts",Enterprise resource planning ERP software,,,Software,N,N,SAP Business Objects
13-2099.04,"Fraud Examiners, Investigators and Analysts",Information retrieval or search software,,,Software,N,N,LexisNexis
13-2099.04,"Fraud Examiners, Investigators and Analysts",Medical software,,,Software,N,N,Electronic health record EHR software
13-2099.04,"Fraud Examiners, Investigators and Analysts",Object or component oriented development software,,,Software,Y,N,Python
13-2099.04,"Fraud Examiners, Investigators and Analysts",Office suite software,,,Software,Y,Y,Microsoft Office software
13-2099.04,"Fraud Examiners, Investigators and Analysts",Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2099.04,"Fraud Examiners, Investigators and Analysts",Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2099.04,"Fraud Examiners, Investigators and Analysts",Risk management data and analysis software,,,Software,N,N,ArcSight Enterprise Threat and Risk Management
13-2099.04,"Fraud Examiners, Investigators and Analysts",Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2099.04,"Fraud Examiners, Investigators and Analysts",Transaction security and virus protection software,,,Software,N,N,NortonLifeLock cybersecurity software
13-2099.04,"Fraud Examiners, Investigators and Analysts",Word processing software,,,Software,Y,Y,Microsoft Word
15-1211.00,Computer Systems Analysts,Access software,,,Software,N,N,Access management software
15-1211.00,Computer Systems Analysts,Accounting software,,,Software,N,N,Fund accounting software
15-1211.00,Computer Systems Analysts,Administration software,,,Software,N,N,Cisco Systems CiscoWorks
15-1211.00,Computer Systems Analysts,Analytical or scientific software,,,Software,Y,N,Hierarchical simulation program with integrated circuit emphasis HSPICE
15-1211.00,Computer Systems Analysts,Application server software,,,Software,Y,N,Docker
15-1211.00,Computer Systems Analysts,Backup or archival software,,,Software,N,N,System and data disaster recovery software
15-1211.00,Computer Systems Analysts,Business intelligence and data analysis software,,,Software,Y,Y,Apache Spark
15-1211.00,Computer Systems Analysts,Cloud-based data access and sharing software,,,Software,Y,N,Slack
15-1211.00,Computer Systems Analysts,Cloud-based management software,,,Software,Y,N,Amazon Web Services AWS CloudFormation
15-1211.00,Computer Systems Analysts,Clustering software,,,Software,N,N,VMware
15-1211.00,Computer Systems Analysts,Communications server software,,,Software,N,N,IBM Domino
15-1211.00,Computer Systems Analysts,Compiler and decompiler software,,,Software,N,N,Time sharing option TSO software
15-1211.00,Computer Systems Analysts,Computer aided design CAD software,,,Software,N,N,Computer aided design and drafting CADD software
15-1211.00,Computer Systems Analysts,Configuration management software,,,Software,Y,N,Application management software
15-1211.00,Computer Systems Analysts,Content workflow software,,,Software,Y,Y,Atlassian JIRA
15-1211.00,Computer Systems Analysts,Customer relationship management CRM software,,,Software,Y,N,Blackbaud The Raiser's Edge
15-1211.00,Computer Systems Analysts,Data base management system software,,,Software,Y,N,Amazon DynamoDB
15-1211.00,Computer Systems Analysts,Data base reporting software,,,Software,Y,N,Microsoft SQL Server Reporting Services SSRS
15-1211.00,Computer Systems Analysts,Data base user interface and query software,,,Software,Y,Y,Amazon Elastic Compute Cloud EC2
15-1211.00,Computer Systems Analysts,Data mining software,,,Software,Y,N,Google Analytics
15-1211.00,Computer Systems Analysts,Desktop communications software,,,Software,N,N,CrossTec NetOp Remote Control
15-1211.00,Computer Systems Analysts,Desktop publishing software,,,Software,N,N,Microsoft Publisher
